date,AAPL_XLK,AAPL_alpha,MSFT_XLK,MSFT_alpha,NVDA_XLK,NVDA_alpha,AVGO_XLK,AVGO_alpha,AMD_XLK,AMD_alpha,ADBE_XLK,ADBE_alpha,CRM_XLK,CRM_alpha,CSCO_XLK,CSCO_alpha,INTC_XLK,INTC_alpha,ORCL_XLK,ORCL_alpha,QCOM_XLK,QCOM_alpha,TXN_XLK,TXN_alpha
2025-01-08,0.436920284400676,0.0008204670138753527,0.8451145992288405,4.432462944377273e-05,1.5186985522262044,0.000259248344673362,1.8449122923126353,0.002997695040124482,1.3358662919992859,-0.004576773562192424,0.8416945332951868,-0.003134916729775937,1.005524645148864,0.0016294752598160747,0.38007358713326983,0.0015018333375722236,1.1850159488542624,-0.002781675333020615,1.0141721744775636,-0.0015808517939547224,1.082424945370561,-0.0010864330837488897,0.7607272995863764,-0.0010605765688070016
2025-01-10,0.4382294818168186,0.000977760995948287,0.8448297581128167,0.0001406025402635997,1.5192065713112568,0.00030936490988374627,1.849892210781842,0.00349143600925634,1.334125419569419,-0.005637141610175111,0.8444597247970855,-0.002955162968854551,1.0070339566292927,0.001884007129838006,0.37797290442774,0.0013720713219045836,1.1826010096689235,-0.00309103703178702,1.0132902116543696,-0.001465941733152656,1.0815588196902686,-0.0013427421017780641,0.7586401315455934,-0.0012974598814661463
2025-01-13,0.46147213305267104,0.0005627880321726478,0.8388294706588078,0.00029708845941179684,1.5068458274715963,0.0002844565490825688,1.847075634052409,0.004126160731510344,1.406831620136369,-0.005383160518838549,0.8421635697690021,-0.0034869457960186863,1.029476324281414,0.0018082077500911494,0.38860052794321076,0.0014602872148901558,1.227590369446334,-0.002923185663107462,1.1003066042075076,-0.0017832497231040768,1.004010306681198,-0.001733528373260815,0.7219802984239791,-0.0012856074504363113
2025-01-14,0.520357442734919,9.699089414633497e-05,0.8820173362234006,3.6229209361772786e-05,1.4767971479978625,0.0003693124268741999,1.840360841593112,0.0043215255531129475,1.3422798446263629,-0.004668220470993646,0.8779285974153465,-0.0035365608880257885,1.0467585019599617,0.001803605994854946,0.3966372115967524,0.0014273684264029252,1.2068273720296587,-0.00262737678239876,1.1329523122465148,-0.0019263954237234574,1.000204738769901,-0.0015971420312127496,0.6469464091464664,-0.0006743003202663615
2025-01-15,0.5223033261567768,0.00016959060159528106,0.8834644147374512,8.696883150408465e-05,1.4623038930943433,-0.00031973196922615676,1.8385638491248482,0.004212417039407071,1.3403094876886374,-0.004779421133459269,0.8853088351926803,-0.00317694641456038,1.048387349390683,0.0018992821550724293,0.38444234934196136,0.0008957019645028507,1.2128438043449732,-0.002357928925307185,1.136655512801484,-0.0017253987757651769,1.010860845236916,-0.0010837671683326933,0.6495218712737955,-0.0005308677729973885
2025-01-16,0.5418528301200457,0.0003197381752221212,0.9007107564189065,0.00023635058699257613,1.471494088632039,-0.00031757712818676533,1.777502955012018,0.0035168314158508024,1.3639743634698283,-0.0046213098148406495,0.8817944535125064,-0.0030480276650578014,0.9851109988637284,0.001481064481787454,0.3902343427662131,0.0009638087267930949,1.2226338155033358,-0.0023474396883418833,1.1183939567742307,-0.0019125286649402638,1.0366221125418527,-0.0008291570870580777,0.6716252624694076,-0.00017305070076006435
2025-01-17,0.5695855340994561,-0.0004681323063068612,0.8984493756510504,0.0002805500081455501,1.4772190942169063,-0.0005000457142793374,1.7710694411072139,0.004105211994431936,1.3627218560968468,-0.004547256677235742,0.8556330486510746,-0.0024369176374070115,0.9824698949072407,0.00150165323080857,0.38917469483587547,0.0008866637883740645,1.2098149633511446,-0.0024033201793967683,1.1059300883178735,-0.0014792147225410567,1.0461654063544474,-0.0009210798905522007,0.7122652663245868,-0.000938114549781655
2025-01-21,0.5661559463077795,-0.0005503584936727829,0.8935941256946696,0.00026753760865291744,1.4739958673499172,-0.0009342672496288687,1.781382379257901,0.004346812430667258,1.3717629848255812,-0.004580926932952859,0.8475000053810231,-0.0025660863849420023,0.9838289711348526,0.001653356104968627,0.3917667695039982,0.0009795740484858772,1.3290143329041877,-0.00121692470658037,1.099709321557242,-0.0014348035809464872,1.0599213302541877,-0.000605409270813985,0.7472634669783645,-0.00040096235684923504
2025-01-22,0.5347820675226215,-0.001125610276945121,0.8890465740815947,-0.00023448717046944376,1.4836928328977648,-0.0007791374405236649,1.7744832445601053,0.004328753968783584,1.3690669996549432,-0.00427418136109135,0.85538784866701,-0.002300445795307495,0.9798794177828494,0.00178848415857355,0.3993469427551286,0.0011332978814024986,1.3292742069086618,-0.0008837060159077775,1.1537560005517813,-0.0006168820264388391,1.0705935845653025,-0.0009074977084484802,0.7535204820442988,-0.0001235022106633153
2025-01-23,0.5018162199147574,-0.0009697272198941526,0.945397651067396,-4.251921347654675e-05,1.4981633820998959,-0.0005043449673318047,1.6631218160317855,0.003940172709214434,1.3632210381297152,-0.0047802365018023325,0.8199083455528322,-0.0024798571276532923,0.964203381679577,0.0017217476240579033,0.39709368254387056,0.0011482714848825369,1.276201067880607,-0.0012650071509877538,1.2504575552237034,-0.00011240162959099916,1.0228889217027086,-0.000580561540701022,0.8171979200473674,-0.0011436423203161129
2025-01-24,0.502032868843532,-0.0009592472949709141,0.9458624442738368,-1.0896512214472265e-05,1.497597485521698,-0.0005593569152683058,1.6667508247978526,0.004133894728234443,1.3620146898022767,-0.004906610808808929,0.8209177582323826,-0.002392201383684407,0.9636862850992195,0.0017066102916062165,0.39949918746570695,0.001410218115061107,1.2719845216371426,-0.0017301181834395215,1.2505690614853624,-9.017164875196665e-06,1.0235805372676465,-0.00031243578394528305,0.8140402066468275,-0.0012242823917426485
2025-01-27,0.49850043294056473,-0.0009523007607902371,0.9398645414951261,6.923194321791664e-06,1.5149258282284972,-0.0008423226763226992,1.6321779682845114,0.004735010886456005,1.334551728501185,-0.004861080433958304,0.8133803009577456,-0.0022750569971450602,0.9539086595713762,0.0017117680792887323,0.3997920416235308,0.0015799285569854256,1.2898905428517538,-0.002243223841959592,1.258642297753261,0.00013602781615224544,1.0221541920881898,-0.0004746743819596984,0.892937073396775,-0.002391459385920643
2025-01-28,0.26489810966939664,-0.00020360727775757534,0.8353939497335614,0.0004697070921047592,1.959320711119075,-0.0024738030687892596,2.096360176081402,0.0030928482475547905,1.3100428877471202,-0.0052414600083917256,0.6072706044954961,-0.001422198688772836,0.607036555677459,0.0028973955723992067,0.5360651186064957,0.001211459446930835,1.1235622214472138,-0.001814561791592288,1.6063943986563816,-0.0011161621498675621,0.8328817233508778,5.975975175267104e-05,0.6670373283019355,-0.0014676489250120511
2025-01-29,0.32705922835714024,0.00031673990153429624,0.8472863196540084,0.0005589136353972132,2.0535216784183916,-0.001560182961406956,2.0186378565711274,0.0023827340706018877,1.2071360495386863,-0.006290976250463133,0.5947045677430695,-0.001542654052484736,0.6364328664101608,0.0030836207687262064,0.5179273670834558,0.0010744713174368032,1.0309179296518127,-0.002447798587488815,1.609905219933395,-0.0009685685894563233,0.7811446365885032,-0.00044466395031267017,0.5418289060125014,-0.0026356604293093994
2025-01-30,0.30901552500100654,0.0006100216507566324,0.8687660899454994,0.00023970796765167572,2.095817922015134,-0.002306237753718271,2.032281717694958,0.00227823728151332,1.0671115011367478,-0.004099179044186382,0.6098451083774706,-0.0017108732449874976,0.6444404333901274,0.0028606060399378355,0.5217173467404768,0.0010665919063978402,1.0156794720186972,-0.002180196747635555,1.6513351186303244,-0.001496614924270003,0.7300178097662955,0.00028944383125083603,0.5318514427944323,-0.0024609464436291043
2025-01-31,0.28236271926161643,0.0006344529137175872,0.7628396496406646,-0.00020509445664698825,2.1611662413801427,-0.002625033979425401,2.106590430720712,0.002452921144213184,1.0916220499710108,-0.004001165451082982,0.6218029105643667,-0.0016106561450954886,0.644156630675783,0.0022773262437761443,0.5261864020791699,0.0012667354076034767,1.0161530715990634,-0.001952810873877075,1.7028007838174837,-0.0009902117808884788,0.7130727880226574,0.0003929905046692614,0.5248302036232979,-0.0019186832380105614
2025-02-03,0.2952995657779823,0.0008016860178944136,0.7575134478509958,-0.00019378581304145738,2.169708896379691,-0.003100176430583061,2.1009451884858543,0.003436555647101363,1.1115069293098196,-0.003923609643119105,0.6255059556506919,-0.0019604100695384736,0.6437191781287516,0.002139501565691862,0.5191073550107381,0.0012026102210070428,0.9858899312978324,-0.0034542740168324935,1.6970486683964128,-0.0008545222544174236,0.7019781814752986,0.0004000145991080293,0.5200205895062331,-0.002002619060585455
2025-02-04,0.3318948768333235,0.00034740325413693435,0.7566351206160686,-0.00012116804649651907,2.1661555484569646,-0.0031960407932988153,2.0899941168932363,0.00365593029048005,1.10598200443691,-0.003792344273261953,0.6099673916240455,-0.00172847128392997,0.6453181755939333,0.0019709852768026634,0.5040775752687094,0.0013395722430889754,0.9667065169939678,-0.002785373254742738,1.6789403470505526,-0.0005885093853602524,0.7097072859257691,0.0002953682230820081,0.5327414998545671,-0.0021272172330543777
2025-02-05,0.34894605677381596,0.0005792972862081736,0.7517171363945458,-0.00018701399332900448,2.1521115562402566,-0.0033878431341088644,2.0773116855926523,0.0034836528660165495,1.1509118205529412,-0.003177923645641768,0.6017362730886773,-0.001842093923823033,0.6639665780578102,0.002230094014124388,0.5026300251846919,0.00132079178946202,0.9196667785289405,-0.003435918746543379,1.6576189622923423,-0.0008753381276228537,0.7235164792951272,0.00048585170627404026,0.5367830891715205,-0.0020678211225184707
2025-02-06,0.374925005144003,0.0006916432839150433,0.7417374026121353,-0.0003199822471812561,2.2254602947868656,-0.0026995950581290055,2.164836366976432,0.004141746487861633,1.0681162295411313,-0.004377884113542882,0.530713587047704,-0.002412582276205408,0.6375294201474033,0.002053142120277037,0.48025846627039775,0.0012726851935869173,0.8071097808910129,-0.004094944334841848,1.6378392383661133,-0.0010031926225634617,0.6776434958924892,0.0002336578706670585,0.4188478340594441,-0.0028375353698606317
2025-02-07,0.3527645390652034,0.00047982203871850353,0.7430639174054552,-0.0002449561911647453,2.25464756403969,-0.0020180159872976162,2.190661570577691,0.004235023663812776,1.035086009290568,-0.004935783141269959,0.5530798523068783,-0.0022352432381652827,0.6237583330179819,0.0011550142368849006,0.48788673866807336,0.0012501661293308612,0.7454813994346458,-0.004908084899967621,1.6370253832301538,-0.001004172047358214,0.6869316133967016,-0.0002240990703195481,0.4097175593317802,-0.0027812260367369333
2025-02-10,0.36911629761579884,0.00016275113894101688,0.7487922862884442,-0.0002817859662777145,2.231241929665839,-0.001453275492105062,2.2010090539480887,0.004053274098777508,1.0422674741135252,-0.004992924945139239,0.5511423249507966,-0.002047207420957527,0.6346230675110471,0.00039501039554269105,0.48556921765967953,0.0013161830077250759,0.7482767218584917,-0.005037514276776829,1.6175989622692681,-0.0008582887913049172,0.687633717960699,-7.851778152230451e-05,0.4198080646091556,-0.003237240130735867
2025-02-11,0.35688900662499223,0.000242960074579105,0.7396366714006323,-0.000251793273716034,2.2266882622128517,-0.0014565005426287285,2.202792605605691,0.004490330115616808,1.0674181560432752,-0.004827490780683777,0.6091029742035131,-0.001879899325887348,0.6590985586741239,-0.0007413754387203936,0.4915331617693403,0.0011349545929682325,0.7677966603968222,-0.0039651960183441515,1.6256770946580776,-0.0009674030727009691,0.695088222594228,0.0002831388230786657,0.4109429979744065,-0.0030107160415753344
2025-02-12,0.3578347587777806,0.0006076877094156355,0.7382768317479632,-0.0004723736253650757,2.2242786963048773,-0.0018670056548839525,2.2051175434073382,0.004772372287181741,1.0703359789591589,-0.0042937563406089604,0.6048980109260305,-0.002298371518869638,0.6589688624152009,-0.0008474505635215167,0.4912742231513369,0.0010176923160865943,0.7741262548076033,-0.0023699227271292453,1.6251431339610065,-0.0011471125436724623,0.6986906826052555,0.000844026620118227,0.4121730353057577,-0.002863188975252156
2025-02-13,0.35567028747313384,0.0008356345594092418,0.7416170713974343,-0.0006714878725528989,2.2241449869719263,-0.0018969172511626067,2.2001442746872617,0.005068313832066496,1.0607480985655666,-0.0037140085760083664,0.6075303656500408,-0.002360633505912507,0.6589961793103688,-0.0008016166704241852,0.49369908981334015,0.0009005981957869203,0.7709717612577163,-0.0017441383971040709,1.6321055374081388,-0.0016616147389796854,0.695169676176283,0.0009710254141361179,0.4012622104628382,-0.002240822660455545
2025-02-14,0.377002614888557,0.0008218914351168525,0.7365436653985361,-0.0008908649227134921,2.230561695982416,-0.0020830639230352116,2.147932355189904,0.004716037274686069,1.0493765972724851,-0.003950595632177758,0.5904206328168673,-0.0025774098206722915,0.6536324458172692,-0.0003036704854407154,0.5025648748436536,0.001458207122618938,0.8493015831076308,-0.0008870408987150446,1.61552133969033,-0.0017451308350960992,0.7030365630213463,0.000582314202453611,0.40423920047164663,-0.0023064550522093503
2025-02-18,0.3659631764756616,0.001098932729914137,0.7132386344572189,-0.000837259650082998,2.2968088543845027,-0.0022112422070424236,2.181809178132412,0.004022984040222482,1.0560180382869737,-0.0037835441014959,0.5080960247415172,-0.0019028310614164607,0.644036764008641,-0.0004504038440049743,0.5135199333045646,0.001610281882597655,0.8303995729582985,-0.0011865564225437444,1.674976602804686,-0.002234085821758274,0.6918896237556662,0.0006214210757293775,0.37927900387936103,-0.0018746579135362647
2025-02-19,0.359737406632769,0.0008377424389048932,0.7110969622923735,-0.0008861198090874756,2.2894925115545943,-0.002146673141037653,2.149798504288622,0.0034294403635342814,1.0530050165256852,-0.004201497381577417,0.5142059115253934,-0.001687144624988866,0.6479518388595419,-0.000238747432086904,0.506662479292504,0.0015378085301339627,0.9359071347152368,0.0007877445759947102,1.687826129019759,-0.002057425641024521,0.6880850933473176,0.0002829421353231854,0.38569807493652514,-0.002102759735535386
2025-02-20,0.3615254248283421,0.0008930606079782066,0.7102758842141267,-0.0006635160282300443,2.2676428107067297,-0.0026385503376443603,2.165953901687819,0.0037533198400617734,1.0532677863569089,-0.004055341563969442,0.5167044126443927,-0.0018808323820819484,0.6497834863154214,-0.0004398032339174472,0.5141344399376848,0.0017521690897749874,0.9640935429056656,0.00027876808932059106,1.6834574436668803,-0.001950247843189356,0.690749295375759,0.0005032466411339297,0.40386586836076044,-0.0007069786099864804
2025-02-21,0.36037389329457176,0.00092060097450378,0.7073569536020747,-0.0004873745068290825,2.2612336156419395,-0.0023137642318273046,2.165817925249856,0.0039045432921842563,1.0510201085473407,-0.0038733163635377914,0.5175797972120494,-0.0019419157450776398,0.6570466009579878,-0.0008527725157671808,0.5162300364120542,0.001584133161949814,0.9567065333536742,0.0006908209187408393,1.6941098903961482,-0.0025700209294261507,0.6835376206495861,0.0014813375974488355,0.387066061797475,0.0001975667365649711
2025-02-24,0.3471618117152358,0.0011636032194110154,0.7171738603231976,-0.0002601331628185909,2.218540120176135,-0.0016718374275354968,2.1378967097772854,0.004588791433080125,1.0500654086656767,-0.0036949398693127107,0.52864273048253,-0.0021673628370233746,0.6560858851097124,-0.0014070602821249466,0.516785179377124,0.0017112524210015927,1.004581126531414,0.00019130303068654454,1.695722768322738,-0.002449424156227497,0.7609972990156616,0.0009607098611364031,0.3887730386340272,0.0002780569371985643
2025-02-25,0.3343418266017727,0.0012547328673792127,0.716324462262399,-0.00042056009426214046,2.2175685871588073,-0.001097653507128365,2.167994943524018,0.004256962749718811,1.0571008169311131,-0.003952285361469608,0.5152513954922441,-0.0022869471942803692,0.6474358354507762,-0.0016318731108528363,0.523226509435109,0.001362637567817088,1.0170458296962324,-4.8620337504709055e-06,1.6465722159752751,-0.001810724833949999,0.7810582490864602,0.0005689578717391314,0.39001572202407175,0.0002874774982703847
2025-02-26,0.3309056342542272,0.0011057614364809226,0.7221150592587209,-0.0005881900203620554,2.21697531756789,-0.00037978016225708735,2.170448720158286,0.0042301017001854825,1.079692080449902,-0.004698925762617726,0.5075187413268942,-0.0024288269030730805,0.645311397372091,-0.001482381769213932,0.49968626788057774,0.0016826478303406506,1.0610785572262675,-0.0009212081234193555,1.630961795604105,-0.0012225823007103727,0.7694568882204065,0.0005319469280792924,0.38824761159075033,-0.00010178580346551205
2025-02-27,0.29763907336243905,0.00045171134629715007,0.7112389564390857,-0.0009471140627226223,2.230533828796972,-0.00010083593587059258,2.19848702991128,0.004868979088680553,1.0913970294087272,-0.0042686641256906134,0.4949573473212283,-0.0027633320671324123,0.6400125125774089,-0.0016666559446486193,0.4856292367614508,0.0013414250027977326,1.089577071344635,-7.81926082684684e-05,1.6346592982548065,-0.0012058836856048563,0.7735379778976548,0.0007483855146673969,0.3813313068544889,-0.00012367876271759408
2025-02-28,0.30697515431111955,0.00036986501620151304,0.6843620533304435,-0.0007939837858939808,2.2657673674098415,-0.0004889777589378349,2.1841213813514635,0.005010417603375412,1.1180257324576226,-0.0044982154500715155,0.4501980082987887,-0.0023901256327520113,0.6559133276765092,-0.0014419415480569438,0.4508045618694102,0.0015219726378726986,1.0256662697389693,0.0002774434568060208,1.5716306913592664,-0.0006854774903339354,0.8376377657539253,0.00034256942915077035,0.4380426343462973,-0.00038454104423636367
2025-03-03,0.31704898358011524,0.0005024612461061637,0.6909783864757061,-0.0006645128191415748,2.2753522323970214,-0.0003354918155618557,2.1650161196428046,0.004744889611829062,1.1102500473603576,-0.004630624282166602,0.4478247533720747,-0.0024413518907600677,0.6623858410275142,-0.001313604771967035,0.45322738654297273,0.0015949368216910348,1.0346964264703717,0.0003926269500674619,1.560566018450979,-0.0008568045828092904,0.840044420640997,0.00035641712388499687,0.45372689021473755,-0.00015310627174008494
2025-03-04,0.32653875834873275,0.00030504792772292514,0.6810876490278015,-0.0008665555840890317,2.3332531688115568,-0.00029375964286108445,2.1641840440915865,0.004710491039954444,1.0394584808552285,-0.004831343344711204,0.4033718597736056,-0.0021234268953661656,0.6519036426147347,-0.0012031653874238616,0.4494875086237082,0.001668534108264476,1.070164349824455,0.0005064198753141516,1.5334931854029197,5.986243591449866e-05,0.8188703750477585,4.713225728769166e-05,0.44124113962434175,-6.25405277729249e-05
2025-03-05,0.3221611698092232,-3.6225633902136104e-05,0.6815411251820334,-0.0008196578815269134,2.3327378185979186,-3.9533667093109934e-05,2.1650481173249596,0.004715838558099368,1.0405326777243837,-0.004322567909355138,0.4036776116125544,-0.00189594258223766,0.6511235069105563,-0.0015063441885709607,0.45016692006369663,0.0016303328576841468,1.09166122835889,0.0005955939522423667,1.531463611715315,-0.00044124112985998885,0.8211776174601819,0.0002468699835421304,0.4500628996835789,0.00040011095584762524
2025-03-06,0.3224158821820752,-5.162448445984253e-05,0.7031557337069461,-0.00045662024311176274,2.3202737511261167,-0.0002779058923248739,2.1926208717509375,0.005028481453843644,1.0399672667431892,-0.004333880024551915,0.365282306794401,-0.0023691092093572684,0.5260032233772485,-0.003109665433877459,0.4642949568442373,0.0018257509593207037,1.108082395122498,0.0006658696644534813,1.5349720678553456,-0.0003786747485510461,0.8519771711167846,0.0006988806724584474,0.46321483162380567,0.0005613292420843905
2025-03-07,0.309251202269105,1.768557318219152e-05,0.6885829740528657,-0.0005818300011535865,2.3109436118613735,-0.00037782572437848,2.2099182772698933,0.004821476083584592,1.0278773404713901,-0.004117172746646814,0.37023401764677827,-0.002513715889443523,0.5279759455062825,-0.002948566763256412,0.4611517321944396,0.0017432983491986066,1.0460007226280519,0.0018370099167209137,1.5793254944427055,-0.0006683513676658051,0.8344758272771032,0.001039259792217662,0.495903431405056,0.0005716998789290173
2025-03-10,0.32243554387814,0.00026137753155705735,0.6683682995218055,-0.0009219391727992236,2.305813259715554,-0.00017064521495383954,2.2463031918154157,0.005011855378573213,1.039674722697088,-0.0037039308325926877,0.36790963844904817,-0.0028604137810078613,0.5096953250162624,-0.0032839091547291533,0.4632422831746908,0.001840765900513399,1.0216706464099974,0.0014299108517816226,1.5765849230815727,-0.0009705956732698451,0.859709055248691,0.001569930500976751,0.49499072303650066,0.0005774023433033109
2025-03-11,0.41821822920345336,-0.00042076337002396166,0.6814880859870633,-0.0011401550000746687,2.180575909183291,0.0005311694302791601,2.1538860956612864,0.005318068535023995,0.998175381612352,-0.0028249485612428914,0.40118728310036234,-0.002947221398212474,0.5303846402726526,-0.0030366416808368223,0.48865617822204227,0.0019487117045614115,1.0015367105123156,0.0015176903623566615,1.5081010097366088,-0.0007445560679213916,0.8721843088204855,0.0013405915303968778,0.49732649643646715,0.0005005262590294628
2025-03-12,0.42929705499329357,-0.0010293442598075277,0.6843121359455798,-0.0011332506673081319,2.17943026519618,0.0008991640775155374,2.1380000533190944,0.006109396938252437,0.9916670843709192,-0.0025772878995299047,0.4061501852624852,-0.0030308589154357957,0.5297825674039518,-0.0027429984782527343,0.4921771143836374,0.0015629661259633876,0.9879457657293983,0.0017272471704172846,1.4762821295544037,-0.0004327200352677303,0.8615124201739931,0.0014209470424606631,0.4955565388708031,-0.00013955994749288757
2025-03-13,0.4143354744217185,-0.0012763334065239483,0.6779060636680341,-0.0012487114502227506,2.210593390472749,0.0014400570672277427,2.0906256322034658,0.005257919270755338,1.0150266096975935,-0.002181107043678544,0.4124284024104109,-0.0029250228325831363,0.5405732955845522,-0.0025704250202665817,0.48932819582943643,0.0015262234299490448,1.0360380026423526,0.0025802966609147103,1.517624201593924,0.0003013866511155528,0.8355058358807264,0.0009621974245735644,0.47612183734277774,-0.00047702875867884403
2025-03-14,0.44195847636468877,-0.001789332385193406,0.6766869019992219,-0.0013162677530924106,2.1692870262675044,0.0020599878226994967,2.068621748536724,0.005664922249459287,1.0227785144898733,-0.002440769756914109,0.5256639442446733,-0.002605240722935065,0.5776631648091677,-0.0032820526426284797,0.49591605706155406,0.0013587901058338852,0.8854587133334304,0.004205739764405655,1.5081990431430414,0.0005693411169270259,0.82456283849014,0.0011986867361645642,0.4792560338074192,-0.0005635692635787704
2025-03-17,0.45379208222840905,-0.0016667044142631615,0.6911569590921584,-0.0010668703860618228,2.1534120839703497,0.002343137134583427,1.9139010760110653,0.0012158849781808865,1.0348104568727443,-0.0018969072150466768,0.5879772979733098,-0.0016673470244698855,0.6062387971639978,-0.0028374857596383317,0.4943029173361902,0.0014403958408252303,0.8668685169442838,0.0043958031466346465,1.4516143015341925,0.00018848912960712453,0.8334183858972672,0.0013352265807131212,0.48435447433071377,-0.0004789647544384812
2025-03-18,0.4482387093520597,-0.0018090633451872111,0.6868457128739991,-0.0011946127778236773,2.163326063017393,0.002455868453544318,1.8451197204605188,-0.0006785474911409442,1.0569694044416968,-0.0011869432181856065,0.6016248611953303,-0.0012692947434294053,0.6045738092875044,-0.002866715239895311,0.5025835404711391,0.0016649427628451154,0.887795305643547,0.0051817145334257745,1.4808435532712403,0.0010467292136360417,0.8435586266858958,0.001608882318372067,0.5036778985389837,0.00010225134320008991
2025-03-19,0.44955858427743245,-0.0020005953503445108,0.6907993961152052,-0.0014094800801511074,2.1661190924226585,0.0024189088335104373,1.8398082052126674,-0.00024698123602935823,1.0503452318292696,-0.0009889638084137303,0.6069298165724779,-0.0012722998259499508,0.598290942675206,-0.0026118438553826137,0.5063648735112577,0.0015396513693112551,0.8703576137845453,0.005746718988278111,1.4869753370714065,0.0009359727807136983,0.8438225327425559,0.001560599096043273,0.4992252813221411,0.0002392012429253209
2025-03-20,0.4472017783456792,-0.0017865878170133121,0.667157803262759,-0.0011424086659125021,2.262925532137415,0.0013831401633149205,1.8294922733709853,0.00013084906961720539,1.0731645104515415,-0.0008390109324938355,0.5752198868361652,-0.0014069389779356439,0.5626965609941229,-0.0024086383385501387,0.507204749033044,0.001664455475059304,0.7299406766435874,0.004659077058933752,1.528332779824981,0.0006155778713877545,0.8340682622145975,0.0016359705535849015,0.5031822012199874,0.00035406745243698345
2025-03-21,0.4460762335149609,-0.0019319375184436724,0.6660675810148649,-0.0010810053975372164,2.2535184080252764,0.0015950773071785954,1.837846056707778,0.0003589517300337467,1.0705560238500587,-0.00020256362246858645,0.5730506563815532,-0.0011087827055020092,0.5611217701631633,-0.0023057878959875685,0.5094036479105692,0.0015712413550196152,0.734694685789569,0.004863509135394866,1.5215444925366046,0.0005076277871319732,0.8362476128811023,0.00201178745645173,0.5046312965022398,0.00037540333810962223
2025-03-24,0.4374525300560262,-0.0018452304554832234,0.6785718406651993,-0.0007205189025165976,2.254301614484728,0.0014287447168577234,1.854217620489419,0.0006664864967269248,1.0809315944838351,-0.00012518241002231248,0.5567019536618186,-0.0014892720343159182,0.5470952682404177,-0.0024846047072577273,0.5010686037578935,0.0013167454000852768,0.7281113919539959,0.004810865452323086,1.537281444335016,0.0007009130301396042,0.8312304698638479,0.0017789190462740823,0.4966758832950804,9.306474408902143e-05
2025-03-25,0.4430142585392463,-0.0017602150551399775,0.6769743581370541,-0.0006856089523724095,2.235542368379117,0.0010095292629331292,1.7953742048741335,-0.0005582593004740209,1.1134863472263987,0.00016215076790309204,0.5709873472210997,-0.0012196178643719018,0.5631912081269503,-0.0021838359838569667,0.5011324303290834,0.0013028230072866676,0.6931152383931121,0.004061932705338984,1.5374552522598248,0.0008312356754219589,0.8207439463345015,0.0014206278785382433,0.5186944509959882,0.00036517506633468826
2025-03-26,0.4409596548915048,-0.001675737341046465,0.6758925843228907,-0.000676174975984838,2.245627539622696,0.0011211185035191551,1.779751050726269,-0.0011549622375688282,1.1135006610894258,0.00020706605628487747,0.5789723764197464,-0.0008020484490273415,0.5654033471418811,-0.0020352387959117436,0.49451371513490516,0.001111841361359281,0.6919510015547656,0.003962681782789388,1.5362751033652569,0.0006844562262850757,0.8216559629665311,0.001407277227673319,0.5111086678182563,7.392948457928179e-05
2025-03-27,0.43826429826491725,-0.0017295026658710362,0.6730423032421577,-0.0005942929820437466,2.257908026224087,0.0010637053925898377,1.7852834202876267,-0.001660983411998411,1.1346152372084162,0.00015880853278583138,0.5789635105387925,-0.0009028709947426609,0.5807719782852334,-0.002099988998061873,0.4664520302282439,0.0014308479530108116,0.7177347921433044,0.003703347154328746,1.5443183141768313,0.0005915736605779038,0.815466967128844,0.001615755566312446,0.494576816586569,0.00034733085822229496
2025-03-28,0.427409805735257,-0.0013846933867103645,0.6641348651305694,-0.0003407003163685019,2.2636955868278537,0.0009266523367714046,1.802536993893404,-0.0021939675041229125,1.1550485311409202,-0.00044106708739507627,0.5783608737021753,-0.0008766116458691444,0.5826269809170384,-0.0021656620251341474,0.4670791067337394,0.0013949852855664913,0.7121404136501159,0.0038996116334000476,1.5470990100703983,0.0005278844373020094,0.8148074299727461,0.00165049867752661,0.5038487148796359,3.878828845238903e-05
2025-03-31,0.442832113669213,-0.001494617195393029,0.6793928816207255,-0.00046640681102134334,2.2331256897915943,0.0009815088318715715,1.7640042809827046,-0.0017723343989089562,1.155774558748467,-0.0003878633748230411,0.5974869434734248,-0.0011423367610013078,0.5992597172457175,-0.002359259410310198,0.4639564572954021,0.001450472196864885,0.7337839991581867,0.0038291819343358015,1.547310756007112,0.00046387945201042556,0.829627012139664,0.0015626981908999828,0.5134452946388369,2.7467640566428662e-05
2025-04-01,0.44504746114677846,-0.0011169538196696238,0.6774955549568171,-0.0005897720686270031,2.2289975726935727,0.0008397660252096504,1.762893795120809,-0.0019349748569409712,1.153795221504663,-0.00041354360640636625,0.5981305650677103,-0.0012815917186162048,0.5998621517901932,-0.0024758654434727735,0.46663724518006683,0.0016158035017436788,0.7382655960275676,0.003537699853947876,1.5500431312764595,0.00014252248949934336,0.8298556706378843,0.0016416515060870389,0.5167748315548872,0.0003139225334020103
2025-04-02,0.4456531087771212,-0.0006650176119605631,0.684442470106003,-0.00027108558031867713,2.229606004540847,0.00026059655130002265,1.7607990676858278,-0.0021243626813308453,1.1498861468207056,-0.000577731540199198,0.5959001115749449,-0.0012577395063863796,0.6022130194428381,-0.0022702653404220643,0.46471179745600866,0.0015896814303936473,0.7184405185570402,0.002750586961458326,1.5519599364717596,0.0002097130366512396,0.8239546940223639,0.0014343465419327278,0.5095942712734142,0.00010820168949556355
